"Descrizione","Tipo","Chiuso","Indirizzo","Cap","Citta","Prov.","lat","long"
"OSTERIA ENOTECA 'AL SOLE'","RISTORANTE / PIZZERIA","MAI","VICOLO DEL SOLE, 5",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4552499989305,11.2587600160664
"OVO SODO RISTORANTE","RISTORANTE / PIZZERIA","LUN","VIA CLAUDIA AUGUSTA, 89",39100,"BOLZANO","BZ",46.4823300002526,11.3422199670888
"PACHER HOTEL RISTORANTE","RISTORANTE","MAI","VIA VAL PUSTERIA, 6",39040,"VARNA","BZ",46.7699082681527,11.6647365854574
"PAFK CAFFE'","BAR TAVOLA FREDDA","DOM","V.LE AMEDEO DUCA D' AOSTA, 51",39100,"BOLZANO","BZ",46.4990099875718,11.3378700107978
"PALERMO BAR","BAR TAVOLA CALDA","MAI","VIA PALERMO, 45",39100,"BOLZANO","BZ",46.4908300516912,11.3322553720034
"PALERMO NORD GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","MAI","VIA SANTA GELTRUDE, 20",39100,"BOLZANO","BZ",46.4873099822958,11.3473200198949
"PANE E ALTRO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","VIA RESIA, 142",39100,"BOLZANO","BZ",46.4845600055924,11.3200299680792
"PANIFICIO GASSER GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","XXX","VIA STEPHAN MAYRHOFEN, 8",39040,"VARNA","BZ",46.7418599998308,11.6340500077391
"PANIFICIO GASSER GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","XXX","VIA TINNE, 1",39043,"CHIUSA","BZ",46.6392499984425,11.5643999965696
"PANIFICIO GASSER PASTICCERIA","GASTRONOMIA/ROSTICCERIA","DOM","VIALE MOZART, 2",39042,"BRESSANONE","BZ",46.7100199995143,11.6508699728413
"PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","MAI","VIA PONTE AQUILA, 14",39042,"BRESSANONE","BZ",46.7166000030547,11.6586499715497
"PANIFICIO GATTERER","GASTRONOMIA/ROSTICCERIA","","PIAZZA MUNICIPALE, 3",39031,"BRUNICO","BZ",46.7841912970001,11.947815
"PANIFICIO HARRASSER","GASTRONOMIA/ROSTICCERIA","DOM","FRAZIONE RASUN DI SOTTO, 6",39030,"RASUN ANTERSELVA","BZ",46.7785200135682,12.0518000386897
"PANIFICIO PROFANTER GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","VIA RATISBONA, 14",39042,"BRESSANONE","BZ",46.715450005939,11.6546399852515
"PANINOTECA 4.11 BAR","MARKET CON GASTR./SUPERMERCATO","MAI","PIAZZA QUATTRO NOVEMBRE, 4",39100,"BOLZANO","BZ",46.4876350000001,11.3436766670001
"PANTAGRUEL RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIALE DRUSO, 66",39100,"BOLZANO","BZ",46.495240017071,11.3318499602991
"PARIS RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIALE EUROPA, 148",39100,"BOLZANO","BZ",46.4927399887204,11.3239699654858
"PARK CAFE'","BAR TAVOLA FREDDA","MAI","V. BRENNERO, 21/1",39042,"BRESSANONE","BZ",46.7220399839441,11.6547900213184
"PARTENOPE RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA GUGLIELMO MARCONI, 13",39100,"BOLZANO","BZ",46.4950399829517,11.3512799662311
"PASTA HOU","BAR TAVOLA CALDA","DOM","V. GALLERIA STELLA, 9",39100,"BOLZANO","BZ",46.5000099905301,11.3559800346177
"PATAUNER PANIFICIO E QUALITA'","GASTRONOMIA/ROSTICCERIA","XXX","P.ZA DOTTOR WEISER, 7",39018,"TERLANO","BZ",46.5293300135664,11.2481799587832
"PATAUNER PANIFICIO E QUALITA'","GASTRONOMIA/ROSTICCERIA","XXX","V. STAZIONE, 1",39018,"TERLANO","BZ",46.5099699965259,11.2738600146369
"PAULANER'S STUBEN RISTORANTE","RISTORANTE","MAI","VIA DEI PORTICI, 51",39100,"BOLZANO","BZ",46.4995699825229,11.3536099676758
"PEPPER LOUNGE & SUITE BAR","BAR TAVOLA FREDDA","MAI","PIAZZA DOMENICANI, 4",39100,"BOLZANO","BZ",46.4973600099317,11.3524499960954
"PEPPERS BAR RISTORANTE","RISTORANTE","MAI","VIC. ALSTER, 1/1",39040,"CASTELROTTO","BZ",46.5451599920845,11.5617000179187
"PETIT CHATEAU CAFE'","BAR TAVOLA FREDDA","MAI","CORSO ITALIA, 30",39100,"BOLZANO","BZ",46.4967899986062,11.3396000356132
"PETRA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAR","VIA VALLE PUSTERIA, 16",39030,"CHIENES","BZ",46.8060300065233,11.8351199626155
"PFARRHOF RISTORANTE","RISTORANTE","DOM","VIA MASO DELLA PIEVE, 11",39100,"BOLZANO","BZ",46.4978700068304,11.348310006479
"PFITSCHER RISTORANTE","RISTORANTE / PIZZERIA","LUN","LOCALITA' MALGASOTT, 39",39010,"SENALE-SAN FELICE","BZ",46.5102162234659,11.1100526990904
"PIC NIC BAR RISTORANTE","RISTORANTE","DOM","VIA VIRGILIO, 6",39100,"BOLZANO","BZ",46.5008799901702,11.3415299688194
"PICHLER PATRIK","UFFICIO","SAB","VIA LORENZ BOEHLER, 4",39100,"BOLZANO","BZ",46.4998400055337,11.3098199718212
"PIDOCCHIETTO BAR","BAR TAVOLA CALDA","XXX","VIA SAN GIUSEPPE, 4",39012,"MERANO","BZ",46.6711599876504,11.1504199780293
"PIETRALBA BAR","BAR TAVOLA FREDDA","MAI","V. PIETRALBA, 1",39055,"LAIVES","BZ",46.4270800149194,11.3374000374868
"PIGRECO BAR","BAR TAVOLA FREDDA","DOM","V. ROVIGO, 20",39100,"BOLZANO","BZ",46.4938899858361,11.3358600304163
"PIRBAMER RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","VIA SANTA LUCIA, 44",39054,"RENON","BZ",46.5623200000001,11.4416290660001
"PISCINA PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA TRUMBICHL, 22",39040,"VELTURNO","BZ",46.663241048873,11.5987319178102
"PIT STOP RISTORANTE","RISTORANTE","MAI","STRADA STATALE, 12",39043,"CHIUSA","BZ",46.6452804699822,11.5745554206241
"PIZZA AL VOLO TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","DOM","CORSO ITALIA, 45",39100,"BOLZANO","BZ",46.496019995071,11.3403300155608
"PIZZA BRIXEN EXPRESS","TAKE AWAY / PIZZ. ASPORTO","MAI","VIA VITTORIO VENETO, 31",39042,"BRESSANONE","BZ",46.7094900117766,11.6519000249225
"PIZZA E DINORNI GYMNASIUM","TAKE AWAY / PIZZ. ASPORTO","MAI","VIA ROEN, 12",39100,"BOLZANO","BZ",46.4966500208232,11.3341099728523
"PIZZA E DINTORNI TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","MAI","VIALE AMEDEO DUCA D'AOSTA, 28",39100,"BOLZANO","BZ",46.50107998238,11.3359900337346
"PIZZA E FICHI","RISTORANTE","MAI","VIA GALILEO GALILEI, 20",39100,"BOLZANO","BZ",46.4864600154042,11.3369200058919
"PIZZA EXPRESS","TAKE AWAY / PIZZ. ASPORTO","LUN","V. MILLAN, SNC",39042,"BRESSANONE","BZ",46.706060390855,11.6617638869001
"PIZZA EXPRESS","TAKE AWAY / PIZZ. ASPORTO","MAI","VIA LANGRAIN, 30",39043,"CHIUSA","BZ",46.6369569256171,11.5612683790328
"PIZZA EXPRESS RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA KITZBUHEL, 1",39049,"VIPITENO","BZ",46.9007800039373,11.4291600004906
"PIZZA EXPRESS TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","MAI","VIA PLOSE, 26",39042,"BRESSANONE","BZ",46.7093400176192,11.661520019016
"PIZZA FAMILY FAST FOOD","FAST FOOD","MAI","VIA PARMA, 20",39100,"BOLZANO","BZ",46.4854399796973,11.322970004437
"PIZZA FIRMIAN","TAKE AWAY / PIZZ. ASPORTO","XXX","VIA GIACOMO PUCCINI, 36",39100,"BOLZANO","BZ",46.4930300025703,11.3132200070253
"PIZZA LIVE PIZZERIA TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","MAI","VIA CLAUDIA AUGUSTA, 91",39100,"BOLZANO","BZ",46.4821300080428,11.3422000181592
"PIZZA PAZZA ZARGUL RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","VIA ALTO ADIGE, 24",39100,"BOLZANO","BZ",46.4967599913928,11.3549199753231
"PIZZA PLURI BAR RESTAURANTE","MENSA RISERVATA","DO","VIA PRA' DELLE SUORE, 1",39042,"BRESSANONE","BZ",46.7098099909303,11.6583199760217
"PIZZA RUSTY","RISTORANTE / PIZZERIA","MAI","VIA CLAUDIA AUGUSTA, 41",39100,"BOLZANO","BZ",46.4839200053755,11.3437899813726
"PIZZA SERVICE","RISTORANTE / PIZZERIA","LUN","VIA JOHN FITZGERALD KENNEDY, 97",39055,"LAIVES","BZ",46.4275499882305,11.3379900396513
"PIZZA SHOP","FAST FOOD","LUN","VIA CHR. TREBINGER, 10/A",39046,"ORTISEI","BZ",46.5713699937665,11.677779989167
"PIZZA SPRINT RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","DOM","VIA LEONARDO DA VINCI, 6",39100,"BOLZANO","BZ",46.499020003946,11.3507400040286
"PIZZA TIME","FAST FOOD","MAI","VIA BOLZANO, 2",39011,"LANA","BZ",46.6131500092396,11.1570199724087
"PIZZA VIVA EXPRESS PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA GREMSEN, 1",39031,"BRUNICO","BZ",46.8123500034271,11.9340099915555
"PIZZA VIVA EXPRESS RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA DOLOMITI, 20",39034,"DOBBIACO","BZ",46.725660002197,12.2227999997431
"PIZZATREFF","FAST FOOD","XXX","VIA PALADE, 1",39011,"LANA","BZ",46.6161500181147,11.1436499986535
"PIZZERIA AL TAGLIO MEDITERRANEO","RISTORANTE / PIZZERIA","S&D","VIA PIAVE, 12",39100,"BOLZANO","BZ",46.4997499838936,11.3583699666701
"PIZZERIA CROSARA","RISTORANTE / PIZZERIA","DOM","VIA DOTTOR JOSEF NOLDIN, 7",39055,"LAIVES","BZ",46.4269099880135,11.3362399820873
"PIZZERIA DALMAZIA E KEBAB","TAKE AWAY / PIZZ. ASPORTO","MAI","VIA DALMAZIA, 105",39100,"BOLZANO","BZ",46.4920799976643,11.3329700340205
"PIZZERIA E RESTAURANT VALENTINA","RISTORANTE / PIZZERIA","LUN","VIA MILLAN, 14",39042,"BRESSANONE","BZ",46.7064499793138,11.6613699829492
"PIZZERIA EUROPA","RISTORANTE / PIZZERIA","MAI","VIALE EUROPA, 19",39100,"BOLZANO","BZ",46.492709981507,11.3267199840987
"PIZZERIA GASTHOF STERN","RISTORANTE / PIZZERIA","LUN","V. ARGENTIERI, 1",39026,"PRATO ALLO STELVIO","BZ",46.6172200099645,10.5947599795623
"PIZZERIA MAXI TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","MAI","VIALE DRUSO, 30/B",39100,"BOLZANO","BZ",46.4950000012736,11.3406600110888
"PIZZERIA RISTORANTE ALADDIN II","RISTORANTE / PIZZERIA","XXX","V. PRINCIPALE, 5",39027,"CURON VENOSTA","BZ",46.804045,10.5991804110001
"PIZZERIA RISTORANTE SALEGG","RISTORANTE / PIZZERIA","MAI","VIA SCILIAR, 55",39040,"CASTELROTTO","BZ",46.5386900010233,11.5564299801162
"PIZZERIA ST. JAKOB","BAR TAVOLA CALDA","MAR","VIA SAN GIACOMO, 71",39055,"LAIVES","BZ",46.4604899876101,11.3331400190169
"PLANKENSTEINER CAFE","BAR TAVOLA FREDDA","XXX","VIA GIARDINI, 2",39011,"LANA","BZ",46.6182299873877,11.1451299912972
"PLANKENSTEINER NORBERT","UFFICIO","MAR","VIA VALLE PUSTERIA, 16",39030,"CHIENES","BZ",46.8060300065233,11.8351199626155
"PLASELLER RISTORANTE BAR","RISTORANTE / PIZZERIA","MAR","VICOLO DORF, 12",39040,"LUSON","BZ",46.7454300200313,11.7608599885185
"PLAZA BISTRO","RISTORANTE / PIZZERIA","XXX","VIA MAINARDO, 22",39012,"MERANO","BZ",46.6728600052525,11.1588599677937
"PLONER CAFE' RESTAURANT","RISTORANTE / PIZZERIA","MAI","VIA DACHSEL, 1",39040,"ALDINO","BZ",46.3646837011106,11.3545724117939
"PLUNHOF HOTEL RISTORANTE","RISTORANTE / PIZZERIA","MAI","LOCALITA' OBERE GASSE, 7",39040,"RACINES","BZ",46.9015800146859,11.3161499850993
"PONTIVES BAR MENSA","MENSA","MAI","LOC. PONTIVES, SNC",39040,"LAION","BZ",46.60278571948,11.6110136498784
"POST GRIES HOTEL RISTORANTE","RISTORANTE","DOM","CORSO DELLA LIBERTA', 117",39100,"BOLZANO","BZ",46.5023399919748,11.3348899927618
"POST RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","PIAZZA POSTA, 1",39058,"SARENTINO","BZ",46.6435699894296,11.3568499923483
"POSTA ALBERGO RISTORANTE","RISTORANTE","DO","STRADA LONGEGA, 1",39030,"MAREBBE","BZ",46.7220999983708,11.8916600066664
"PRIMAVERA RISTORANTE","RISTORANTE","MAI","VIA ROMA, 22",39012,"MERANO","BZ",46.6683499965204,11.1632100079037
"PRINCIPE RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","CORSO DELLA LIBERTA', 97",39012,"MERANO","BZ",46.6707499868566,11.1582299839511
"PROFANTER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","SAB","VIA VOITSBERG, 10",39040,"VARNA","BZ",46.7396900089177,11.6365000380373
"PROFANTER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","SAB","VIA RIO SCALERES, 48",39042,"BRESSANONE","BZ",46.7217700028428,11.6525000015518
"PROFANTERPANIFICIO PROFANTER GASTRONOMIA PANIFICIO","GASTRONOMIA/ROSTICCERIA","SAB","VIA MERCATO VECCHIO, 13",39042,"BRESSANONE","BZ",46.717600006013,11.6568200344484
"PRONTO E VIA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAR","VIALE EUROPA, 38",39100,"BOLZANO","BZ",46.492709981507,11.3313300308452
"PSENNER BAECKERI KONDITOREI CAFFE BAR","BAR TAVOLA FREDDA","MAI","VIA PRINCIPALE, 96",39028,"SILANDRO","BZ",46.6282200005968,10.7747600091504
"PSENNER BAECKERI KONDITOREI CAFFE BAR","BAR TAVOLA CALDA","MAI","VIA PRINCIPALE, 47",39021,"LACES","BZ",46.6174490320026,10.860051210287
"PUB CAFFE INTERNAZIONALE","BAR TAVOLA CALDA","MAI","VIA ROMA, 13",39100,"BOLZANO","BZ",46.493989981941,11.340790014407
"PUNTO 15","TAKE AWAY / PIZZ. ASPORTO","DOM","VIA AMEDEO AVOGADRO, 15",39100,"BOLZANO","BZ",46.4862099832325,11.3385500346024
"PUR  SUDTIROL GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","CORSO DELLA LIBERTA', 35",39012,"MERANO","BZ",46.6710200098674,11.1625399585639
"PUR SUDTIROL","BAR TAVOLA FREDDA","DOM","VIA DOTTOR JULIUS PERATHONER, 9",39100,"BOLZANO","BZ",46.4967700077671,11.3553699997046
"PUR SUDTIROL","GASTRONOMIA/ROSTICCERIA","DOM","VIA DUCA SIGISMONDO, 4",39031,"BRUNICO","BZ",46.7966799935311,11.9378000367143
"PUR SUDTIROL BRIXEN","GASTRONOMIA/ROSTICCERIA","MAI","V. KREUZGASSE, 11",39042,"BRESSANONE","BZ",46.7157199870402,11.6536700314161
"PUR SUEDTIROL GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","MAI","ZONA INDUSTRIALE, 8",39011,"LANA","BZ",46.6290951859518,11.1645379296572
"PUTZERHOF RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA VAL PUSTERIA, 9",39040,"NAZ-SCIAVES","BZ",46.7829599914993,11.6686599755979
"QUEEN RISTORANTE","RISTORANTE","DOM","VIA DEL MACELLO, 10",39100,"BOLZANO","BZ",46.4975299949281,11.366409972015
"QUEEN RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","VIA DEL MACELLO, 10",39100,"BOLZANO","BZ",46.4975299949281,11.366409972015
"RABLANDER GRILLSTUBE - EL MEXIKANO","RISTORANTE","XXX","VIA LAHN, 4",39020,"PARCINES","BZ",46.6710799823846,11.062560030754
"RAGGIO DI SOLE  RISTORANTE","RISTORANTE / PIZZERIA","LUN","VIA JOHANN GEORG PLAZER, 7",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4558700083084,11.2587699905312
"RASTHOF VERMOI BAR","BAR TAVOLA FREDDA","MAR","V. REICH, 4",39021,"LACES","BZ",46.6220300070113,10.8639100151434
"RASTSTATTE OTTENKELLER","TRATTORIA","LUN","VIA KUNTER, 21",39053,"CORNEDO ALL'ISARCO","BZ",46.4936599864129,11.3944699854564
"RATHAUSCAFE BAR","BAR TAVOLA CALDA","LUN","VIA KUNTER, 8",39053,"CORNEDO ALL'ISARCO","BZ",46.4932900092068,11.3948399626626
"REINIS BISTRO RISTORANTE","RISTORANTE","","STRADA STATALE,  12",39043,"CHIUSA","BZ",46.6452804699822,11.5745554206241
"REITER ALOIS RIST.","RISTORANTE / PIZZERIA","MAI","VIA SANTA CATERINA, 4",39010,"AVELENGO","BZ",46.6480600073226,11.2100500106858
"RENE' BAR","BAR TAVOLA FREDDA","DOM","VIA BARI, 36",39100,"BOLZANO","BZ",46.4857400099215,11.3221599773141
"RESIA BISTRO BAR","BAR TAVOLA CALDA","DOM","VIA RESIA, 166",39100,"BOLZANO","BZ",46.4840099851061,11.3203300402129
"RESIDENCE FELDHOF","BAR TAVOLA CALDA","SAB","VIA SCHLOO THURN, 20",39050,"NOVA PONENTE","BZ",46.4013850000001,11.4444251510001
"RESTAURANT ARENA RITTEN","RISTORANTE / PIZZERIA","DO","STRADA ZABERBACH, 15",39054,"RENON","BZ",46.5382600093904,11.4547399764204
"RESTAURANT PIZZERIA CAMPING","RISTORANTE / PIZZERIA","LUN","VIA GIOVO, 2",39040,"RACINES","BZ",46.8697799960476,11.4020499919551
"RESTAURANT WINKLER","RISTORANTE","MAR","V. TOMBERGWEG, 4",39020,"CASTELBELLO","BZ",46.63522999577,10.9384699775551
"RESTAURANTS MARKT PLATZ","RISTORANTE / PIZZERIA","VEN","COLLE DEI FRATI, 2",39052,"CALDARO SULLA STRADA DEL VINO","BZ",46.4135199815098,11.2451100029261
"RIENZBRAU RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA STEGONA, 8",39031,"BRUNICO","BZ",46.7969799818457,11.9364399891051
"RIENZFELD CAFE' BISTRO","BAR TAVOLA CALDA","DOM","VIA CAMPI D. RIENZA S. GIORGIO, 46",39031,"BRUNICO","BZ",46.8086451544268,11.9351709538908
"RIESEN CAFE'   BAR","BAR TAVOLA CALDA","DOM","VIA JOHANN WOLFANG VON GOETHE, 33",39100,"BOLZANO","BZ",46.4979200048828,11.3524400216306
"RISORANTE NEUHAUS","BAR TAVOLA FREDDA","SAB","VIA ANSELM PATTIS, 2",39020,"MARLENGO","BZ",46.6549512621468,11.138171657825
"RIST. BOERSE","RISTORANTE","GIO","P.ZA CAPPUCCINI, SNC",39031,"BRUNICO","BZ",46.7966520294302,11.9402933202969
"RIST. PETRA PIZZERIA BAR","RISTORANTE","MAR","VIA SAN SIGISMONDO, SNC",39030,"CHIENES","BZ",46.8134754534641,11.803669446471
"RIST. SAVARIN","RISTORANTE","GIO","V. FRATELLI BAUR, 6/B",39034,"DOBBIACO","BZ",46.7341999880663,12.2222799864701
"RIST. SPARERHOF","RISTORANTE","MER","VIA BOLZANO, 43",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4789699886362,11.285389993007
"RISTO BAR DA FULVIO","RISTORANTE / PIZZERIA","MAI","VIA ASLAGO, 24",39100,"BOLZANO","BZ",46.4832399815708,11.3438599702641
"RISTO SELF ARMA 1","SELF-SERVICE","XXX","VIA RENON, 1",39100,"BOLZANO","BZ",46.4972399810782,11.3589700271184
"RISTORANTE AL DUOMO","RISTORANTE","DO","VIA DELL' ISARCO, 3",39100,"BOLZANO","BZ",46.4967400005538,11.3535799604624
"RISTORANTE AL SELVA VERDE","RISTORANTE","MAI","VIA LUIGI NEGRELLI, 54",39055,"LAIVES","BZ",46.4194599848331,11.3371599797798
"RISTORANTE ARETE'","RISTORANTE / PIZZERIA","DOM","PIAZZA DELLA PARROCCHIA, 21",39100,"BOLZANO","BZ",46.4972999955049,11.353320037645
"RISTORANTE BAR HERZ ASS","RISTORANTE / PIZZERIA","XXX","V. GANSBACHER, 3",39049,"VIPITENO","BZ",46.8961599827261,11.432259963561
"RISTORANTE BAR TIVOLI","RISTORANTE","MAI","VIA DR JOSEF STREITER, 18",39100,"BOLZANO","BZ",46.5002399899532,11.355349966956
"RISTORANTE BEFED","RISTORANTE","MAI","VIA PALERMO, 11",39100,"BOLZANO","BZ",46.4928312841767,11.332883136588
"RISTORANTE BELLAVISTA","RISTORANTE / PIZZERIA","DOM","V. MEISULES, 168",39048,"SELVA DI VAL GARDENA","BZ",46.5552500013985,11.7568299694717
"RISTORANTE BRAUNWIRT","RISTORANTE","MAI","PIAZZA DELLA CHIESA, 3",39058,"SARENTINO","BZ",46.6426799989504,11.3568599668131
"RISTORANTE CORONA","RISTORANTE","MAI","V. DR. STREITER, 21",39100,"BOLZANO","BZ",46.5001599846874,11.3552199636378
"RISTORANTE DOLOMITENBLICK","RISTORANTE / PIZZERIA","MAI","STRADA MARANZA, 20",39037,"RIO DI PUSTERIA","BZ",46.8015594815965,11.6718187264498
"RISTORANTE FINK","RISTORANTE","MAR","VIA PORTICI MINORI, 4",39042,"BRESSANONE","BZ",46.7162099930999,11.6553999724125
"RISTORANTE GADER","RISTORANTE","SAB","LOCALITA' LONGEGA, 10",39030,"MAREBBE","BZ",46.7217899936819,11.891160026142
"RISTORANTE GIAPPONESE TAILANDESE","RISTORANTE","XXX","VIA JOHANN WOLFGANG VON GOETHE, 12",39012,"MERANO","BZ",46.6748800020082,11.157100019584
"RISTORANTE GLETSCHERBLICK","RISTORANTE","","VIA KAPPL VALLELUNGA, 1",39027,"CURON VENOSTA","BZ",46.8366200136191,10.6335599769994
"RISTORANTE HARMONIE","RISTORANTE / PIZZERIA","LUN","V. MATTEOTTI, 11",39012,"MERANO","BZ",46.6645799841101,11.1601800337248
"RISTORANTE LIDO BOLZANO","RISTORANTE / PIZZERIA","MAI","VIALE TRIESTE, 21",39100,"BOLZANO","BZ",46.4915599843914,11.3447499607432
"RISTORANTE LIDO BOLZANO","RISTORANTE","MAI","V.LE TRIESTE, 21",39100,"BOLZANO","BZ",46.4915599843914,11.3447499607432
"RISTORANTE LIDO DI LANA","RISTORANTE / PIZZERIA","XXX","VIA BOLZANO, 67",39011,"LANA","BZ",46.6102811052383,11.1648566335316
"RISTORANTE PIZZERIA  AMADE'","RISTORANTE / PIZZERIA","MAI","VIA CA' DE BEZZI, 8",39100,"BOLZANO","BZ",46.5016600100797,11.357809971719
"RISTORANTE PIZZERIA ALTEN POST","RISTORANTE / PIZZERIA","LUN","VIA JOSEF RENZLER, 10",39030,"SAN LORENZO DI SEBATO","BZ",46.7831879237305,11.9019754526776
"RISTORANTE PIZZERIA BAR L'ARTIGIANO","RISTORANTE / PIZZERIA","MAI","VICOLO DEL SOLE, 5",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4552499989305,11.2587600160664
"RISTORANTE PIZZERIA BRUNO","RISTORANTE / PIZZERIA","MER","VIA DURSAN, 22",39047,"SANTA CRISTINA VAL GARDENA","BZ",46.5578600003188,11.7216900138751
"RISTORANTE PIZZERIA CA BIANCA","RISTORANTE / PIZZERIA","XXX","VIA JOHN FITZGERALD KENNEDY, 202",39055,"LAIVES","BZ",46.4254299953698,11.3352299627546
"RISTORANTE PIZZERIA DEL SOLE","RISTORANTE / PIZZERIA","MAI","V. SAN QUIRINO, 19",39100,"BOLZANO","BZ",46.4975799929805,11.3446000084954
"RISTORANTE PLOSE","RISTORANTE / PIZZERIA","LUN","VIA PLOSE, 35",39042,"BRESSANONE","BZ",46.7080600171853,11.6615800334427
"RISTORANTE PROSPERO","RISTORANTE / PIZZERIA","MAI","VIA QUATTRO NOVEMBRE, 24",39012,"MERANO","BZ",46.6567650000001,11.1786332720001
"RISTORANTE ROEMERKELLER","RISTORANTE","MAI","CORSO DELLA LIBERTA', 54",39012,"MERANO","BZ",46.6707199796432,11.1634000256487
"RISTORANTE SOYA","RISTORANTE","MAI","VIALE EUROPA, 19",39100,"BOLZANO","BZ",46.492709981507,11.3267199840987
"RISTORANTE TABULA","RISTORANTE / PIZZERIA","DOM","VIA MUNICIPIO, 5",39031,"BRUNICO","BZ",46.7962800091115,11.9359499830454
"RISTORANTE THAI ORIENTALE","RISTORANTE","MAI","PIAZZA GIUSEPPE MAZZINI, 35",39100,"BOLZANO","BZ",46.5023800155625,11.3395700283999
"RISTORANTE UN MELOGRANO","RISTORANTE / PIZZERIA","DOM","VIA VERONA, 6",39100,"BOLZANO","BZ",46.4938899858361,11.3446799718517
"RISTORNTE RUNNING SUSHI","RISTORANTE / PIZZERIA","XXX","VIA TRATTEN, 9",39042,"BRESSANONE","BZ",46.7190100097652,11.6555999646222
"RISTORO BACCIO BAR","BAR TAVOLA FREDDA","DOM","VIA MILANO, 154",39100,"BOLZANO","BZ",46.4903700055975,11.3263899885707
"RISTORO ROBY BAR","BAR TAVOLA CALDA","LUN","V. RESIA, 49",39100,"BOLZANO","BZ",46.4894599823698,11.3173800293903
"RITA BREAK CENTER SELF SERVICE","SELF-SERVICE","DOM","VIA LUIGI NEGRELLI, 14",39100,"BOLZANO","BZ",46.4701699961304,11.3330899790549
"RITTER BAR RISTORANTE","RISTORANTE","DO","VIA ARGENTIERI, 12",39100,"BOLZANO","BZ",46.4991200000509,11.3539200142743
"RITTNER BROTHAUS TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","MAI","VIA JOHANN WOLFANG VON GOETHE, 29",39100,"BOLZANO","BZ",46.4980599826658,11.352419988882
"RIZWAN SPEZIE","GASTRONOMIA/ROSTICCERIA","DOM","VIA GIUSEPPE GARIBALDI, 18",39100,"BOLZANO","BZ",46.4955799870638,11.356199975757
"ROADGRILLCLUB","RISTORANTE / PIZZERIA","LUN","V. RIO NERO, 4/A",39040,"ORA","BZ",46.3419700024379,11.2905300274913
"ROCK CAFE","MENSA","MAI","VIA ALOIS KUPERION, 30",39012,"MERANO","BZ",46.6526799866244,11.1587499972241
"ROCK N'BURGER RISTORANTE","RISTORANTE","DO","CORSO DELLA LIBERTA', 103",39012,"MERANO","BZ",46.6707900104443,11.1578299995315
"ROCKIN BEETS TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","XXX","VIA ROVIGO, 24",39100,"BOLZANO","BZ",46.4936200047348,11.3355199766045
"ROEMERCELLER RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA PORTICI, 107",39012,"MERANO","BZ",46.6714199942869,11.1633100040086
"ROEMERKELLER  RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA DEI GRAPPOLI, 9",39100,"BOLZANO","BZ",46.4992099797815,11.3569799956665
"ROEMERKELLER RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA NAZIONALE, 48",39012,"MERANO","BZ",46.6407299910862,11.1763899639139
